"SYMBOL 
","UNDERLYING ASSET 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
","VALUE 
 (₹ Crores)","NAV 
","52W H 
","52W L 
","30D  %CHNG 
","365 D 
","365 D % CHNG 
","30 D 
"
"GROWWLOVOL","Nifty 500 Low Volatility 50 Index   TRI","9.81","9.97","9.80","9.88","9.97","-","0.09","0.91","30,260","0.03","9.85","11.50","9.00",-3.14,"-","-","04-Jul-2025"
"AXISVALUE","Nifty500 Value 50 TRI","27.50","28.14","26.83","27.76","28.00","-","0.24","0.86","45,153","0.13","27.56","29.82","24.00",-4.34,"-","-","04-Jul-2025"
"NV20","Nifty50 Value 20","144.25","145.27","143.54","143.54","144.76","-","1.22","0.85","22,992","0.33","143.79","169.00","131.63",-4.38,"02-Aug-2024","-9.82","04-Jul-2025"
"GROWWEV","Nifty EV and New Age Automotive Index","28.99","29.68","28.41","28.80","29.04","-","0.24","0.83","5,91,228","1.72","28.70","36.06","23.00",-2.01,"-","-","04-Jul-2025"
"MSCIINDIA","MSCI India Index","29.16","29.39","29.09","29.15","29.39","-","0.24","0.82","1,771","0.01","29.09","31.13","25.60",-3.86,"-","-","04-Jul-2025"
"MOQUALITY","Motilal Oswal S&P BSE Quality ETF","190.54","191.15","189.39","189.59","191.15","-","1.56","0.82","1,370","0.03","188.91","222.70","162.15",-4.4,"02-Aug-2024","-11.26","04-Jul-2025"
"MOINFRA","BSE India Infrastructure Total Return Index","58.25","58.72","58.24","58.24","58.72","-","0.48","0.82","967","0.01","58.10","63.04","57.90",-3.93,"-","-","04-Jul-2025"
"SBIETFQLTY","Nifty 200 Quality 30 Index","222.39","222.39","216.31","217.05","218.83","-","1.78","0.82","48,901","1.07","216.50","257.15","191.50",-4.48,"02-Aug-2024","-7.56","04-Jul-2025"
"LOWVOL1","Kotak Nifty 100 Low Vol 30 ETF","21.15","21.15","20.25","20.64","20.81","-","0.17","0.82","35,846","0.07","20.64","23.41","18.16",-1.85,"02-Aug-2024","-0.43","04-Jul-2025"
"GROWWNIFTY","Nifty 50 Index - TRI","9.86","9.96","9.76","9.85","9.93","-","0.08","0.81","1,21,600","0.12","9.84","10.47","9.76","-","-","-","-"
"ESG","NIFTY100 ESG SECTOR LEADERS","42.18","42.32","41.97","41.98","42.31","-","0.33","0.79","6,620","0.03","41.92","44.74","36.00",-3.29,"02-Aug-2024","0.94","04-Jul-2025"
"CONSUMBEES","Nifty India Consumption TRI","130.18","130.75","129.72","129.54","130.56","-","1.02","0.79","1,25,341","1.63","129.87","148.05","110.86",-0.91,"02-Aug-2024","0.86","04-Jul-2025"
"AXISNIFTY","Nifty 50","277.32","277.32","267.56","269.24","271.30","-","2.06","0.77","1,26,155","3.42","269.00","288.50","236.80",-3.39,"02-Aug-2024","0.55","04-Jul-2025"
"MOALPHA50","Nifty Alpha 50 Total Return Index","51.66","52.05","51.51","51.66","52.05","-","0.39","0.75","2,642","0.01","51.52","54.14","46.05","-","-","-","-"
"BSE500IETF","S&P BSE 500 index","38.34","38.63","38.10","38.34","38.62","-","0.28","0.73","1,24,446","0.48","38.23","47.60","33.00",-3.3,"02-Aug-2024","-2.39","04-Jul-2025"
"QNIFTY","Nifty 50","2,680.00","2,695.00","2,680.00","2,675.46","2,695.00","-","19.54","0.73","364","0.10","2,676.31","2,884.51","2,364.00",-3.42,"02-Aug-2024","0.43","04-Jul-2025"
"INTERNET","Equity Index","13.87","13.97","13.79","13.86","13.96","-","0.10","0.72","20,488","0.03","13.85","16.12","13.30","-","-","-","-"
"NIFTY50ADD","Nifty 50 Index","257.60","258.19","255.66","256.31","258.16","-","1.85","0.72","65,524","1.69","255.96","278.30","225.66",-3.07,"02-Aug-2024","-0.43","04-Jul-2025"
"ALPHA","NIFTY Alpha 50 Index","49.93","49.93","49.22","49.45","49.80","-","0.35","0.71","10,48,832","5.20","49.39","60.91","39.00",-3.72,"02-Aug-2024","-12.66","04-Jul-2025"
"NIFTYETF","Nifty 50","271.17","271.17","264.01","264.56","266.45","-","1.89","0.71","7,53,730","20.03","264.34","283.80","226.00",-3.36,"02-Aug-2024","0.56","04-Jul-2025"
"CPSEETF","CPSE ETF","90.85","91.90","89.00","89.66","90.30","-","0.64","0.71","5,91,311","5.32","89.74","106.60","74.90",-4.53,"02-Aug-2024","-14.21","04-Jul-2025"
"NIFTYIETF","Nifty 50","278.50","278.50","274.93","275.87","277.80","-","1.93","0.70","2,71,515","7.52","275.38","295.30","234.97",-3.09,"02-Aug-2024","0.50","04-Jul-2025"
"HEALTHIETF","Nifty Healthcare Index","148.05","149.17","146.94","148.05","149.09","-","1.04","0.70","66,058","0.98","147.96","157.70","120.00",-1.6,"02-Aug-2024","4.91","04-Jul-2025"
"MOHEALTH","Motilal Oswal S&P BSE Healthcare ETF","43.69","45.94","43.69","44.82","45.13","-","0.31","0.69","31,473","0.14","44.78","47.57","37.93",-0.93,"02-Aug-2024","8.42","04-Jul-2025"
"AXISCETF","NIFTY India Consumption Index","120.81","122.67","120.29","120.21","121.04","-","0.83","0.69","2,641","0.03","120.10","140.00","101.00",-0.32,"02-Aug-2024","0.33","04-Jul-2025"
"SBINEQWETF","Nifty50 Equal Weight","31.76","31.76","30.21","30.99","31.20","-","0.21","0.68","13,731","0.04","30.91","34.57","27.30",-3.49,"02-Aug-2024","-2.21","04-Jul-2025"
"MOMOMENTUM","Nifty 200 Momentum 30 Total Return Index","62.58","62.58","60.53","60.76","61.16","-","0.40","0.66","77,013","0.47","60.55","78.50","51.21",-4.81,"02-Aug-2024","-16.78","04-Jul-2025"
"NIF10GETF","UTI Nifty 10 yr Benchmark G-Sec ETF","25.95","26.09","25.95","25.92","26.09","-","0.17","0.66","2,069","0.01","25.99","27.25","23.46",-0.42,"02-Aug-2024","9.78","04-Jul-2025"
"SETFNIF50","Nifty 50","263.75","263.91","261.94","262.17","263.90","-","1.73","0.66","4,51,007","11.87","261.65","277.25","227.33",-3.24,"02-Aug-2024","0.58","04-Jul-2025"
"AXISHCETF","Nifty Healthcare Index","150.94","150.94","146.50","147.26","148.21","-","0.95","0.65","2,809","0.04","147.09","159.99","127.43",-1.11,"02-Aug-2024","4.77","04-Jul-2025"
"HDFCBSE500","HDFC S&P BSE 500 ETF","36.23","36.59","36.22","36.23","36.46","-","0.23","0.63","16,225","0.06","36.31","39.80","31.14",-3.72,"02-Aug-2024","-3.18","04-Jul-2025"
"UTINIFTETF","Nifty 50","271.29","272.39","269.44","269.95","271.66","-","1.71","0.63","32,013","0.87","269.36","285.31","235.00",-3.07,"02-Aug-2024","0.87","04-Jul-2025"
"PHARMABEES","Nifty Pharma TRI","22.60","23.14","22.45","22.62","22.76","-","0.14","0.62","42,25,985","9.55","22.55","24.65","19.47",-0.92,"02-Aug-2024","1.25","04-Jul-2025"
"MOM50","Nifty 50","256.23","256.71","254.11","254.95","256.52","-","1.57","0.62","3,931","0.10","254.39","281.00","218.00",-3.05,"02-Aug-2024","0.65","04-Jul-2025"
"MON50EQUAL","Nifty 50 Equal Weight Total Return Index","31.03","31.07","30.87","30.88","31.07","-","0.19","0.62","3,648","0.01","30.81","33.26","29.78",-3.83,"-","-","04-Jul-2025"
"LOWVOL","Mirae Asset Nifty 100 Low Volatility 30 ETF","203.70","203.95","202.91","202.69","203.95","-","1.26","0.62","247","0.01","202.54","227.00","159.00",-1.8,"02-Aug-2024","-0.45","04-Jul-2025"
"HEALTHADD","DSP Nifty Healthcare ETF","145.60","146.87","145.53","145.96","146.87","-","0.91","0.62","625","0.01","145.72","152.04","120.00",-0.95,"02-Aug-2024","4.94","04-Jul-2025"
"HDFCNIFTY","Nifty 50","274.50","276.12","274.00","274.47","276.11","-","1.64","0.60","71,669","1.97","273.88","292.45","240.55",-3.06,"02-Aug-2024","0.68","04-Jul-2025"
"GSEC10IETF","ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF","258.91","258.91","258.00","257.16","258.69","-","1.53","0.59","1,599","0.04","257.63","265.36","232.37",-0.58,"02-Aug-2024","9.06","04-Jul-2025"
"NIFTYBEES","Nifty 50","278.81","279.02","276.98","277.35","279.00","-","1.65","0.59","31,05,481","86.36","276.81","293.99","231.30",-3.06,"02-Aug-2024","0.60","04-Jul-2025"
"HDFCNIF100","HDFC NIFTY 100 ETF","26.07","26.07","25.80","25.80","25.95","-","0.15","0.58","27,100","0.07","25.81","29.10","21.15",-3.44,"02-Aug-2024","-1.86","04-Jul-2025"
"LICNETFN50","Nifty 50","272.66","274.90","272.66","272.66","274.24","-","1.58","0.58","458","0.01","272.77","326.00","239.65",-3.15,"02-Aug-2024","0.02","04-Jul-2025"
"NV20IETF","Nifty50 Value 20","14.29","14.29","14.03","14.08","14.16","-","0.08","0.57","12,98,423","1.83","14.06","17.11","11.20",-4.28,"02-Aug-2024","-9.63","04-Jul-2025"
"MAFANG","NYSE FANG+ Total Return Index","157.44","157.44","154.02","156.61","157.44","-","0.83","0.53","8,62,950","13.53","127.46","158.49","89.25",4.28,"02-Aug-2024","63.07","04-Jul-2025"
"OILIETF","Nifty Oil & Gas Index","11.50","11.50","10.93","11.22","11.28","-","0.06","0.53","7,92,693","0.89","11.20","14.00","9.42",-7.04,"02-Aug-2024","-15.19","04-Jul-2025"
"MIDQ50ADD","Nifty Midcap 150 Quality 50 Index","241.43","251.13","241.43","247.63","248.86","-","1.23","0.50","9,888","0.24","247.35","269.48","191.97",-3.48,"02-Aug-2024","-3.43","04-Jul-2025"
"TOP15IETF","Nifty Top 15 Equal Weight Index","10.23","10.23","10.06","10.10","10.15","-","0.05","0.50","54,284","0.05","10.07","10.96","10.02","-","-","-","-"
"HDFCVALUE","HDFC NIFTY50 Value 20 ETF","131.96","131.96","129.68","130.01","130.62","-","0.61","0.47","5,875","0.08","129.73","155.70","117.50",-4.24,"02-Aug-2024","-9.32","04-Jul-2025"
"UTISENSETF","SENSEX","892.98","892.98","885.15","885.51","889.50","-","3.99","0.45","941","0.08","883.69","939.70","779.95",-3.21,"02-Aug-2024","0.66","04-Jul-2025"
"HDFCPVTBAN","HDFC NIFTY Private Bank ETF","26.60","27.62","26.60","27.29","27.41","-","0.12","0.44","43,494","0.12","27.30","29.39","23.66",-3.84,"02-Aug-2024","5.29","04-Jul-2025"
"SENSEXIETF","SENSEX","921.81","924.01","917.00","920.02","924.01","-","3.99","0.43","5,277","0.49","917.10","980.00","812.04",-3.04,"02-Aug-2024","0.81","04-Jul-2025"
"AONETOTAL","Nifty Total Market Index","11.70","11.70","11.30","11.50","11.55","-","0.05","0.43","3,91,052","0.45","11.47","12.29","9.63",-3.52,"-","-","04-Jul-2025"
"MID150","Nifty Midcap 150 Index","22.06","22.06","21.10","21.53","21.62","-","0.09","0.42","13,630","0.03","-","25.49","17.98",-3.02,"-","-","04-Jul-2025"
"LICNFNHGP","Nifty 100","280.34","280.34","273.70","273.51","274.65","-","1.14","0.42","555","0.02","273.48","325.00","242.47",-3.2,"02-Aug-2024","-2.96","04-Jul-2025"
"AONENIFTY","Nifty 50 Index","10.36","10.37","10.02","10.06","10.10","-","0.04","0.40","1,75,043","0.18","10.04","12.00","9.47",-3.18,"-","-","04-Jul-2025"
"NETF","Tata Nifty 50 Exchange Traded Fund","267.40","267.40","263.20","264.87","265.89","-","1.02","0.39","10,938","0.29","264.63","282.96","227.05",-3.06,"02-Aug-2024","0.56","04-Jul-2025"
"SENSEXADD","DSP S&P BSE Sensex ETF","82.43","82.74","82.21","82.43","82.74","-","0.31","0.38","76,075","0.63","82.25","95.00","72.00",-3.34,"02-Aug-2024","0.28","04-Jul-2025"
"NIF100IETF","Nifty 100","28.45","28.80","27.86","27.96","28.06","-","0.10","0.36","1,07,904","0.30","27.91","34.57","23.85",-3.02,"02-Aug-2024","-1.72","04-Jul-2025"
"NIFTY1","Nifty 50","270.51","271.85","270.05","270.90","271.85","-","0.95","0.35","50,973","1.38","269.56","287.68","238.25",-2.84,"02-Aug-2024","1.07","04-Jul-2025"
"MOSMALL250","Motilal Oswal Nifty Smallcap 250 ETF","16.94","17.35","16.84","16.94","17.00","-","0.06","0.35","14,65,799","2.49","16.90","19.30","13.22",-4.88,"02-Aug-2024","-4.67","04-Jul-2025"
"UTINEXT50","Nifty Next 50","71.39","71.83","70.61","71.25","71.50","-","0.25","0.35","1,99,518","1.43","70.82","83.00","59.90",-2.78,"02-Aug-2024","-8.42","04-Jul-2025"
"SENSEXETF","Mirae Asset S&P BSE Sensex ETF","80.34","83.25","80.34","82.40","82.68","-","0.28","0.34","35,914","0.30","82.33","100.00","72.01",-3.26,"02-Aug-2024","0.68","04-Jul-2025"
"LICNETFSEN","SENSEX","903.29","904.00","903.29","901.06","904.00","-","2.94","0.33","22","-","901.72","989.00","783.28",-2.95,"02-Aug-2024","-1.36","04-Jul-2025"
"CONS","Kotak Nifty India Consumption ETF","119.90","120.84","117.00","119.88","120.27","-","0.39","0.33","2,576","0.03","119.67","155.70","102.46",-0.59,"02-Aug-2024","-0.38","04-Jul-2025"
"EBANKNIFTY","Edelweiss Nifty Bank ETF","55.57","55.96","55.39","55.73","55.91","-","0.18","0.32","772","-","55.85","57.84","47.00",-2.93,"-","-","04-Jul-2025"
"BSLNIFTY","Nifty 50","29.22","29.22","28.42","28.51","28.60","-","0.09","0.32","1,64,078","0.47","28.48","30.45","20.37",-3.22,"02-Aug-2024","0.67","04-Jul-2025"
"BBETF0432","Nifty BHARAT Bond Index - April 2032","1,290.00","1,290.00","1,286.83","1,285.69","1,289.79","-","4.10","0.32","527","0.07","1,287.48","1,319.10","1,136.00",0.22,"02-Aug-2024","10.53","04-Jul-2025"
"MONQ50","Nasdaq Q-50 Total Return Index","78.05","80.53","77.37","79.36","79.59","-","0.23","0.29","1,45,104","1.16","77.61","93.32","57.51",3.54,"02-Aug-2024","29.48","04-Jul-2025"
"LTGILTBEES","NIFTY 8-13 yr G-Sec Index","28.95","28.97","28.91","28.88","28.96","-","0.08","0.28","67,82,071","19.63","28.89","29.76","25.95",-0.28,"02-Aug-2024","9.73","04-Jul-2025"
"SETF10GILT","Nifty 10 yr Benchmark G-Sec Index","259.99","259.99","257.10","258.11","258.84","-","0.73","0.28","12,094","0.31","258.08","265.21","234.00",-0.21,"02-Aug-2024","9.86","04-Jul-2025"
"EBBETF0431","Nifty BHARAT Bond","1,369.93","1,374.38","1,369.93","1,369.22","1,372.89","-","3.67","0.27","3,435","0.47","1,371.98","1,375.00","1,215.23",0.17,"02-Aug-2024","10.14","04-Jul-2025"
"NIFTYBETF","Bajaj Finserv Nifty 50 ETF","251.97","252.16","249.94","250.72","251.35","-","0.63","0.25","1,975","0.05","250.12","273.52","220.50",-3.11,"02-Aug-2024","1.04","04-Jul-2025"
"HDFCSENSEX","SENSEX","90.97","91.21","90.11","90.68","90.90","-","0.22","0.24","19,737","0.18","90.50","100.00","80.55",-3.6,"02-Aug-2024","0.61","04-Jul-2025"
"IDFNIFTYET","Nifty 50","269.86","271.22","269.17","269.86","270.50","-","0.64","0.24","161","-","268.70","298.84","235.01",-2.89,"02-Aug-2024","0.70","04-Jul-2025"
"GILT5YBEES","Nifty 5 yr Benchmark G-Sec Index","63.63","63.63","62.61","62.70","62.85","-","0.15","0.24","2,46,293","1.55","62.69","71.00","56.00",-0.11,"02-Aug-2024","9.35","04-Jul-2025"
"AXISBPSETF","Nifty AAA Bond Plus SDL Apr 2026 50:50 Index","12.74","12.88","12.74","12.80","12.83","-","0.03","0.23","1,19,843","0.15","12.85","14.00","11.00",0.23,"02-Aug-2024","7.38","04-Jul-2025"
"TOP10ADD","Nifty Top 10 Equal Weight Index","95.76","95.90","95.00","95.28","95.50","-","0.22","0.23","3,43,242","3.27","95.01","119.70","86.50",-4.82,"-","-","04-Jul-2025"
"ABGSEC","Aditya Birla Sun Life CRISIL Broad Based Gilt ETF","110.41","110.41","110.11","110.10","110.32","-","0.22","0.20","212","-","110.25","113.03","100.85",-0.27,"02-Aug-2024","9.12","04-Jul-2025"
"HDFCNIFBAN","Nifty Bank","57.27","57.27","56.69","56.98","57.09","-","0.11","0.19","30,235","0.17","56.97","59.49","48.51",-2.21,"02-Aug-2024","9.14","04-Jul-2025"
"GROWWNET","Index","10.30","10.64","10.21","10.31","10.33","-","0.02","0.19","3,14,819","0.33","10.28","12.14","9.17","-","-","-","-"
"ABSLBANETF","Nifty Bank","56.89","57.19","56.21","56.63","56.74","-","0.11","0.19","11,446","0.06","56.73","60.06","47.55",-2.36,"02-Aug-2024","8.86","04-Jul-2025"
"NIF100BEES","Nifty 100 TRI","265.96","267.64","265.56","265.96","266.41","-","0.45","0.17","24,777","0.66","265.36","289.98","220.00",-3.17,"02-Aug-2024","-1.59","04-Jul-2025"
"SBIETFPB","Nifty Private Bank Index","267.52","279.87","267.52","274.38","274.81","-","0.43","0.16","979","0.03","273.65","293.70","235.89",-3.59,"02-Aug-2024","5.63","04-Jul-2025"
"SDL26BEES","Nifty SDL Apr 2026 Top 20 Equal Weight Index","132.68","133.94","131.67","131.99","132.19","-","0.20","0.15","98,614","1.30","132.44","134.89","121.89",0.12,"02-Aug-2024","6.96","04-Jul-2025"
"NIF5GETF","UTI Nifty 5 yr Benchmark G-Sec ETF","62.84","63.17","62.84","62.82","62.91","-","0.09","0.14","6,718","0.04","62.95","65.00","57.01",-0.27,"02-Aug-2024","9.98","04-Jul-2025"
"EBBETF0433","BHARAT Bond ETF-April 2033","1,275.35","1,275.35","1,250.30","1,250.30","1,252.11","-","1.81","0.14","2,331","0.29","1,251.89","1,288.86","1,121.00",0.07,"02-Aug-2024","10.32","04-Jul-2025"
"HEALTHY","Nifty Healthcare TRI","14.87","15.19","14.50","14.88","14.90","-","0.02","0.13","1,41,864","0.21","14.84","16.25","12.20",-1,"02-Aug-2024","5.31","04-Jul-2025"
"MOLOWVOL","Nifty Midcap 100 TRI","37.41","37.41","37.13","37.23","37.28","-","0.05","0.13","1,958","0.01","37.18","41.85","33.05",-2.92,"02-Aug-2024","-4.83","04-Jul-2025"
"BANKBEES","Nifty Bank","575.99","575.99","572.05","573.73","574.45","-","0.72","0.13","2,44,402","14.02","573.24","596.00","490.00",-2.15,"02-Aug-2024","8.84","04-Jul-2025"
"BANKIETF","Nifty Bank","56.99","57.50","56.50","56.90","56.97","-","0.07","0.12","24,58,304","13.97","56.83","60.79","47.53",-2.05,"02-Aug-2024","9.30","04-Jul-2025"
"LICNETFGSC","GSEC10 NSE Index","28.31","28.54","28.31","28.42","28.44","-","0.02","0.07","38,943","0.11","28.44","30.00","25.12",0.04,"02-Aug-2024","10.11","04-Jul-2025"
"PVTBANIETF","Nifty Private Bank Index","27.19","27.19","26.98","27.11","27.13","-","0.02","0.07","17,90,091","4.85","27.07","29.21","22.23",-3.8,"02-Aug-2024","5.53","04-Jul-2025"
"NPBET","Nifty Private Bank Index","271.32","281.98","271.32","278.28","278.46","-","0.18","0.06","709","0.02","277.32","299.00","240.38",-3.85,"02-Aug-2024","5.81","04-Jul-2025"
"BSLSENETFG","BSE SENSEX Index","81.97","81.97","80.05","80.54","80.59","-","0.05","0.06","5,818","0.05","80.40","87.70","61.47",-3.27,"02-Aug-2024","0.37","04-Jul-2025"
"SETFNIFBK","Nifty Bank","569.82","570.54","567.56","569.12","569.45","-","0.33","0.06","9,130","0.52","568.68","596.30","485.00",-2.11,"02-Aug-2024","9.16","04-Jul-2025"
"BFSI","Nifty Financial Services Index","28.13","28.13","27.17","27.31","27.32","-","0.01","0.04","15,69,015","4.28","27.32","28.70","21.00",-1.34,"02-Aug-2024","14.36","04-Jul-2025"
"HDFCLIQUID","HDFC Nifty 1D Rate Liquid ETF","1,022.01","1,022.01","1,021.97","1,021.84","1,022.01","-","0.17","0.02","3,098","0.32","-","1,045.47","975.00",0.36,"02-Aug-2024","2.18","04-Jul-2025"
"LIQUIDCASE","Zerodha Nifty 1D Rate Liquid ETF","113.07","113.07","109.51","109.78","109.80","-","0.02","0.02","94,68,182","103.95","109.78","113.07","100.50",0.39,"02-Aug-2024","5.98","04-Jul-2025"
"LIQUID1","Kotak Nifty 1D Rate Liquid ETF","1,094.00","1,094.00","1,030.28","1,062.14","1,062.30","-","0.16","0.02","4,53,197","48.14","1,062.14","1,120.00","1,000.67",0.39,"02-Aug-2024","6.09","04-Jul-2025"
"LIQUIDPLUS","Nifty 1D Rate Index","1,044.20","1,044.22","1,044.20","1,044.06","1,044.22","-","0.16","0.02","38,815","4.05","1,044.06","1,240.88","994.83",0.39,"-","-","04-Jul-2025"
"MOGSEC","Nifty 5 yr Benchmark G-Sec Index","62.01","63.00","61.76","62.10","62.11","-","0.01","0.02","37,181","0.23","62.07","65.80","55.39",-1.32,"02-Aug-2024","10.09","04-Jul-2025"
"LIQGRWBEES","Liquid","1,027.12","1,027.12","1,002.19","1,002.07","1,002.19","-","0.12","0.01","2,890","0.29","1,002.07","1,027.12","1,001.14","-","-","-","-"
"CASHIETF","BSE Liquid Rate Index","1,021.99","1,022.01","1,021.99","1,021.88","1,022.01","-","0.13","0.01","1,22,010","12.47","1,021.85","1,045.35","1,001.47",0.39,"-","-","04-Jul-2025"
"AONELIQUID","Nifty 1D Rate Index","1,019.53","1,019.53","1,019.51","1,019.38","1,019.53","-","0.15","0.01","26,132","2.66","1,019.38","1,060.00","908.58",0.39,"-","-","04-Jul-2025"
"LIQUIDSHRI","SHRIRAM NIFTY 1D RATE LIQUID ETF","1,064.45","1,064.47","1,064.45","1,064.32","1,064.45","-","0.13","0.01","74,038","7.88","1,064.31","1,095.15","1,000.00",0.38,"02-Aug-2024","5.87","04-Jul-2025"
"GROWWLIQID","Nifty 1D Rate Index","105.40","105.40","105.14","105.13","105.14","-","0.01","0.01","37,377","0.39","105.13","107.55","98.00",0.37,"-","-","04-Jul-2025"
"LIQUIDBETF","Bajaj Finserv Nifty 1D Rate Liquid ETF","1,041.88","1,041.90","1,041.88","1,041.75","1,041.88","-","0.13","0.01","2,41,456","25.16","1,041.74","1,207.50","810.00",0.38,"02-Aug-2024","4.18","04-Jul-2025"
"LIQUIDADD","DSP S&P BSE Liquid Rate ETF","1,088.00","1,088.00","1,084.45","1,084.32","1,084.46","-","0.14","0.01","3,51,843","38.16","1,084.32","1,116.23","994.84",0.39,"02-Aug-2024","5.95","04-Jul-2025"
"BANKETF","Mirae Asset Nifty Bank ETF","563.97","565.27","562.01","563.96","564.00","-","0.04","0.01","774","0.04","563.50","582.81","481.38",-2.3,"02-Aug-2024","9.09","04-Jul-2025"
"ABSLLIQUID","Aditya Birla Sun Life CRISIL Overnight Fund AI ETF","1,000.00","1,000.01","999.99","1,000.00","1,000.00","-","-","-","3,614","0.36","1,000.00","1,030.00","990.00",0,"02-Aug-2024","-","04-Jul-2025"
"GSEC10ABSL","CRISIL 10 Year Gilt ETF","109.82","109.82","109.82","109.82","109.82","-","-","-","1","-","109.49","119.76","99.80",0.02,"-","-","04-Jul-2025"
"PVTBANKADD","DSP Nifty Private Bank ETF","27.49","27.49","27.11","27.25","27.25","-","-","-","31,544","0.09","27.21","28.90","23.63",-3.64,"02-Aug-2024","5.50","04-Jul-2025"
"BBNPNBETF","Baroda BNP Paribas NIFTY Bank ETF","55.93","56.07","55.78","56.07","56.07","-","-","-","486","-","55.80","58.31","47.43",-2.1,"02-Aug-2024","9.75","04-Jul-2025"
"LIQUIDIETF","S&P BSE Liquid Rate Index","999.99","1,000.01","999.99","999.99","1,000.00","-","0.01","-","7,43,345","74.33","1,000.00","1,030.00","995.00",0,"02-Aug-2024","-","04-Jul-2025"
"LIQUIDBEES","Government Securities","1,000.96","1,000.96","999.99","999.99","1,000.00","-","0.01","-","42,50,654","425.06","1,000.00","1,030.00","970.00",0,"02-Aug-2024","-","04-Jul-2025"
"LIQUIDETF","Nifty1D rate index","999.99","1,000.01","999.99","1,000.00","1,000.00","-","-","-","1,35,745","13.57","1,000.00","1,020.00","980.55",0,"02-Aug-2024","-","04-Jul-2025"
"LIQUID","Mirae Asset Nifty 1D Rate Liquid ETF","999.99","1,000.00","999.99","999.99","999.99","-","-","-","1,93,923","19.39","1,000.00","1,030.00","990.00",0,"02-Aug-2024","-","04-Jul-2025"
"LIQUIDSBI","SBI NIFTY 1D Rate ETF","999.99","1,000.01","999.99","1,000.00","1,000.00","-","-","-","9,024","0.90","1,000.00","1,029.99","990.15",0,"02-Aug-2024","-","04-Jul-2025"
"GSEC5IETF","Nifty 5 yr Benchmark G-Sec Index","63.20","64.47","62.97","63.50","63.48","-","-0.02","-0.03","7,565","0.05","62.89","66.70","56.58",1.45,"02-Aug-2024","10.30","04-Jul-2025"
"PSUBANK","Nifty PSU Bank","682.28","687.95","679.00","684.13","683.71","-","-0.42","-0.06","1,37,994","9.42","677.29","756.37","552.00",-4.25,"02-Aug-2024","-5.10","04-Jul-2025"
"EBBETF0430","Nifty BHARAT Bond","1,540.60","1,544.30","1,508.11","1,532.57","1,531.60","-","-0.97","-0.06","20,997","3.21","1,531.08","1,567.42","1,357.75",0.4,"02-Aug-2024","9.66","04-Jul-2025"
"UTIBANKETF","Nifty Bank","57.19","57.43","56.86","57.20","57.14","-","-0.06","-0.10","14,764","0.08","57.25","60.40","48.71",-2.29,"02-Aug-2024","8.97","04-Jul-2025"
"AXISBNKETF","Nifty Bank","571.60","572.93","570.60","571.67","570.87","-","-0.80","-0.14","259","0.01","571.06","589.90","485.00",-2.43,"02-Aug-2024","8.79","04-Jul-2025"
"FMCGIETF","Nifty FMCG Index","60.35","60.35","59.67","59.90","59.81","-","-0.09","-0.15","5,95,773","3.57","59.92","71.20","53.00",2.55,"02-Aug-2024","-7.46","04-Jul-2025"
"BANKETFADD","DSP Nifty Bank ETF","56.85","56.86","56.58","56.77","56.67","-","-0.10","-0.18","5,014","0.03","56.65","61.00","46.50",-2.17,"02-Aug-2024","9.05","04-Jul-2025"
"BANKNIFTY1","Nifty Bank","575.92","576.60","572.50","574.51","573.42","-","-1.09","-0.19","2,39,921","13.77","574.33","651.60","490.15",-2.13,"02-Aug-2024","9.15","04-Jul-2025"
"GSEC10YEAR","Mirae Asset Nifty 8-13 yr G-Sec ETF","30.05","30.05","29.24","29.32","29.24","-","-0.08","-0.27","15,903","0.05","29.26","31.00","26.47",-0.03,"02-Aug-2024","9.85","04-Jul-2025"
"QUALITY30","Nifty200 Quality 30 Index","20.80","20.80","20.09","20.30","20.15","-","-0.15","-0.74","13,107","0.03","20.15","21.25","20.09","-","-","-","-"
"EVIETF","Nifty EV & New Age Automotive ETF","28.80","29.40","28.53","28.80","28.53","-","-0.27","-0.94","82,123","0.24","28.75","31.94","23.56",-2.41,"-","-","04-Jul-2025"
"MASPTOP50","S&P 500 Top 50 Total Return Index","63.44","63.44","60.80","63.15","62.36","-","-0.79","-1.25","9,00,888","5.58","51.72","64.95","36.48",12.47,"02-Aug-2024","48.07","04-Jul-2025"
"IVZINNIFTY","Nifty 50","2,837.00","2,840.00","2,792.99","2,842.45","2,792.99","-","-49.46","-1.74","23","0.01","2,788.10","3,100.00","2,480.00",-1.11,"31-Jul-2024","1.26","04-Jul-2025"
"MON100","Nasdaq100","209.34","209.34","200.00","204.34","200.54","-","-3.80","-1.86","13,71,744","27.67","194.40","221.70","142.11",6.65,"02-Aug-2024","32.87","04-Jul-2025"
"BANKBETF","Bajaj Finserv Nifty Bank ETF","57.37","57.37","56.15","58.68","56.45","-","-2.23","-3.80","97,408","0.55","56.24","65.00","41.51",1.65,"02-Aug-2024","13.50","04-Jul-2025"
